"1849/03/05","","Day","03/05/1849: Zachary Taylor is inaugurated as the twelfth Presi…","Zachary Taylor is inaugurated as the twelfth President of the United States. ","Zachary Taylor"
"1850/05/01","1850/09/28","Month","05/1850: Congress debates solutions to the issue of slavery…","Congress debates solutions to the issue of slavery's possible expansion into the territories won in the Mexican War. Henry Clay proposes the Compromise of 1850, and Daniel Webster with Stephen Douglas lead its supporters against the measure's opponents who coalesce around John C. Calhoun of South Carolina. ","Zachary Taylor"
"1850/07/09","","Day","07/09/1850: Zachary Taylor dies of “cholera morbus,” making hi…","Zachary Taylor dies of “cholera morbus,” making him the second President to die in office and vaulting Vice President Millard Fillmore into the White House. ","Zachary Taylor"
